dsgdb9nsd_000054	CC(C)(C)C
dsgdb9nsd_104263	COC1(C)CCC1C#C
dsgdb9nsd_104264	COC1(C)CCC1C#N
dsgdb9nsd_104265	COC1(C)CNC1C#N
dsgdb9nsd_104266	COC1(C)COC1C#C
dsgdb9nsd_104267	COC1(C)COC1C#N
dsgdb9nsd_104268	NC1(CO)CNC1C#N
dsgdb9nsd_104269	NC1(CO)COC1C#N
dsgdb9nsd_104270	OCC1(O)CCC1C#C
dsgdb9nsd_104271	OCC1(O)CCC1C#N
dsgdb9nsd_104272	OCC1(O)CNC1C#C
dsgdb9nsd_104273	OCC1(O)CNC1C#N
dsgdb9nsd_104274	OCC1(O)COC1C#C
dsgdb9nsd_104275	OCC1(O)COC1C#N
dsgdb9nsd_104276	CC1(CO)CCC1C=O
dsgdb9nsd_104277	CC1(CO)CCN1C=O
dsgdb9nsd_104278	CC1(CO)COC1C=O
dsgdb9nsd_104279	CC1(CO)OCC1C=O
dsgdb9nsd_104280	CCC1(C)CCC1C=O
dsgdb9nsd_104281	CCC1(C)CCN1C=O
dsgdb9nsd_104282	CCC1(C)COC1C=O
dsgdb9nsd_104283	CCC1(C)OCC1C=O
dsgdb9nsd_104284	CCC1(O)CCC1C=O
dsgdb9nsd_104285	CCC1(O)CNC1C=O
dsgdb9nsd_104286	CCC1(O)COC1C=O
dsgdb9nsd_104287	COC1(C)CCC1C=O
dsgdb9nsd_104288	COC1(C)CNC1C=O
dsgdb9nsd_104289	COC1(C)COC1C=O
dsgdb9nsd_104290	OCC1(O)CCC1C=O
dsgdb9nsd_104291	OCC1(O)CNC1C=O
dsgdb9nsd_104292	OCC1(O)COC1C=O
dsgdb9nsd_104293	CC1(CO)CCC2CC12
dsgdb9nsd_104294	CC1(CO)CCC2CN12
dsgdb9nsd_104295	CC1(CO)CCC2NC12
dsgdb9nsd_104296	CC1(CO)CCC2OC12
dsgdb9nsd_104297	CC1(CO)CCN2CC12
dsgdb9nsd_104298	CC1(CO)COC2CC12
dsgdb9nsd_104299	CC1(CO)OCC2CC12
dsgdb9nsd_104300	CC1(CO)OCC2NC12
dsgdb9nsd_104301	CC1(CO)OCC2OC12
dsgdb9nsd_104302	CCC1(C)CCC2CC12
dsgdb9nsd_104303	CCC1(C)CCC2OC12
dsgdb9nsd_104304	CCC1(C)CCN2CC12
dsgdb9nsd_104305	CCC1(C)COC2CC12
dsgdb9nsd_104306	CCC1(C)OCC2CC12
dsgdb9nsd_104307	CCC1(C)OCC2NC12
dsgdb9nsd_104308	CCC1(C)OCC2OC12
dsgdb9nsd_104309	CCC1(O)CCC2CC12
dsgdb9nsd_104310	CCC1(O)CCC2NC12
dsgdb9nsd_104311	CCC1(O)CCC2OC12
dsgdb9nsd_104312	CCC1(O)CCN2CC12
dsgdb9nsd_104313	CCC1(O)COC2CC12
dsgdb9nsd_104314	COC1(C)CCC2CC12
dsgdb9nsd_104315	COC1(C)CCC2NC12
dsgdb9nsd_104316	COC1(C)CCC2OC12
dsgdb9nsd_104317	COC1(C)CCN2CC12
dsgdb9nsd_104318	COC1(C)COC2CC12
dsgdb9nsd_104319	COC1(C)OCC2CC12
dsgdb9nsd_104320	COC1(C)OCC2NC12
dsgdb9nsd_104321	COC1(C)OCC2OC12
dsgdb9nsd_104322	OCC1(O)CCC2CC12
dsgdb9nsd_104323	OCC1(O)CCC2NC12
dsgdb9nsd_104324	OCC1(O)CCC2OC12
dsgdb9nsd_104325	OCC1(O)CCN2CC12
dsgdb9nsd_104326	OCC1(O)COC2CC12
dsgdb9nsd_104327	CC1=CCCC1(C)CO
dsgdb9nsd_104328	CC1=CCCC1(O)CO
dsgdb9nsd_104329	CC1=CCOC1(C)CO
dsgdb9nsd_104330	CCC1(C)CCC=C1C
dsgdb9nsd_104331	CCC1(C)OCC=C1C
dsgdb9nsd_104332	CCC1(O)CCC=C1C
dsgdb9nsd_104333	COC1(C)CCC=C1C
dsgdb9nsd_104334	COC1(C)OCC=C1C
dsgdb9nsd_104335	CC1(CO)CC=CCO1
dsgdb9nsd_104336	CC1(CO)CCC=CC1
dsgdb9nsd_104337	CC1(CO)CCN=CO1
dsgdb9nsd_104338	CC1(CO)COC=NC1
dsgdb9nsd_104339	CCC1(C)CC=CCO1
dsgdb9nsd_104340	CCC1(C)CCC=CC1
dsgdb9nsd_104341	CCC1(C)CCN=CO1
dsgdb9nsd_104342	CCC1(C)COC=NC1
dsgdb9nsd_104343	CCC1(O)CCC=CC1
dsgdb9nsd_104344	CCC1(O)COC=NC1
dsgdb9nsd_104345	COC1(C)CC=CCO1
dsgdb9nsd_104346	COC1(C)CCC=CC1
dsgdb9nsd_104347	COC1(C)CCN=CO1
dsgdb9nsd_104348	COC1(C)COC=NC1
dsgdb9nsd_104349	OCC1(O)CCC=CC1
dsgdb9nsd_104350	OCC1(O)COC=NC1
dsgdb9nsd_104351	CC1(CO)CCCC1=O
dsgdb9nsd_104352	CC1(CO)CCNC1=O
dsgdb9nsd_104353	CC1(CO)CCOC1=N
dsgdb9nsd_104354	CC1(CO)CCOC1=O
dsgdb9nsd_104355	CC1(CO)COCC1=O
dsgdb9nsd_104356	CC1(CO)OCCC1=O
dsgdb9nsd_104357	CC1(CO)OCOC1=N
dsgdb9nsd_104358	CC1(CO)OCOC1=O
dsgdb9nsd_104359	CCC1(C)CCCC1=O
dsgdb9nsd_104360	CCC1(C)CCNC1=O
dsgdb9nsd_104361	CCC1(C)CCOC1=N
dsgdb9nsd_104362	CCC1(C)CCOC1=O
dsgdb9nsd_104363	CCC1(C)COCC1=O
dsgdb9nsd_104364	CCC1(C)OCCC1=O
dsgdb9nsd_104365	CCC1(C)OCOC1=N
dsgdb9nsd_104366	CCC1(C)OCOC1=O
dsgdb9nsd_104367	CCC1(O)CCCC1=O
dsgdb9nsd_104368	CCC1(O)CCNC1=O
dsgdb9nsd_104369	CCC1(O)CCOC1=N
dsgdb9nsd_104370	CCC1(O)CCOC1=O
dsgdb9nsd_104371	CCC1(O)CNCC1=O
dsgdb9nsd_104372	CCC1(O)COCC1=O
dsgdb9nsd_104373	CNC1(C)CCOC1=O
dsgdb9nsd_104374	COC1(C)CCCC1=O
dsgdb9nsd_104375	COC1(C)CCNC1=O
dsgdb9nsd_104376	COC1(C)CCOC1=N
dsgdb9nsd_104377	COC1(C)CCOC1=O
dsgdb9nsd_104378	COC1(C)CNCC1=O
dsgdb9nsd_104379	COC1(C)COCC1=O
dsgdb9nsd_104380	COC1(C)OCCC1=O
dsgdb9nsd_104381	NC1(CO)CCOC1=O
dsgdb9nsd_104382	OCC1(O)CCCC1=O
dsgdb9nsd_104383	OCC1(O)CCNC1=O
dsgdb9nsd_104384	OCC1(O)CCOC1=N
dsgdb9nsd_104385	OCC1(O)CCOC1=O
dsgdb9nsd_104386	OCC1(O)CNCC1=O
dsgdb9nsd_104387	OCC1(O)COCC1=O
dsgdb9nsd_104388	CC1(CO)CCCC1O
dsgdb9nsd_104389	CC1(CO)COCC1O
dsgdb9nsd_104390	CC1(CO)OCCC1O
dsgdb9nsd_104391	CC1CCCC1(C)CO
dsgdb9nsd_104392	CC1CCCC1(O)CO
dsgdb9nsd_104393	CC1CCOC1(C)CO
dsgdb9nsd_104394	CC1COCC1(C)CO
dsgdb9nsd_104395	CC1COCC1(O)CO
dsgdb9nsd_104396	CC1OCCC1(C)CO
dsgdb9nsd_104397	CC1OCCC1(O)CO
dsgdb9nsd_104398	CC1OCOC1(C)CO
dsgdb9nsd_104399	CCC1(C)CCCC1C
dsgdb9nsd_104400	CCC1(C)CCCC1O
dsgdb9nsd_104401	CCC1(C)CCOC1C
dsgdb9nsd_104402	CCC1(C)COCC1C
dsgdb9nsd_104403	CCC1(C)COCC1O
dsgdb9nsd_104404	CCC1(C)OCCC1C
dsgdb9nsd_104405	CCC1(C)OCCC1O
dsgdb9nsd_104406	CCC1(C)OCOC1C
dsgdb9nsd_104407	CCC1(O)CCCC1C
dsgdb9nsd_104408	CCC1(O)CCCC1O
dsgdb9nsd_104409	CCC1(O)CCOC1C
dsgdb9nsd_104410	CCC1(O)COCC1C
dsgdb9nsd_104411	CCC1(O)COCC1O
dsgdb9nsd_104412	COC1(C)CCCC1C
dsgdb9nsd_104413	COC1(C)CCCC1O
dsgdb9nsd_104414	COC1(C)CCOC1C
dsgdb9nsd_104415	COC1(C)COCC1C
dsgdb9nsd_104416	COC1(C)COCC1O
dsgdb9nsd_104417	COC1(C)OCCC1C
dsgdb9nsd_104418	COC1(C)OCCC1O
dsgdb9nsd_104419	OCC1(O)CCCC1O
dsgdb9nsd_104420	OCC1(O)COCC1O
dsgdb9nsd_104421	CC1(CO)CCCC=C1
dsgdb9nsd_104422	CC1(CO)CCOC=N1
dsgdb9nsd_104423	CC1(CO)COCC=C1
dsgdb9nsd_104424	CC1(CO)OCCC=C1
dsgdb9nsd_104425	CCC1(C)CCCC=C1
dsgdb9nsd_104426	CCC1(C)CCOC=N1
dsgdb9nsd_104427	CCC1(C)COCC=C1
dsgdb9nsd_104428	CCC1(C)OCCC=C1
dsgdb9nsd_104429	CCC1(O)CCCC=C1
dsgdb9nsd_104430	CCC1(O)COCC=C1
dsgdb9nsd_104431	COC1(C)CCCC=C1
dsgdb9nsd_104432	COC1(C)COCC=C1
dsgdb9nsd_104433	COC1(C)OCCC=C1
dsgdb9nsd_104434	OCC1(O)CCCC=C1
dsgdb9nsd_104435	OCC1(O)COCC=C1
dsgdb9nsd_104436	CC1(CO)CCCCC1
dsgdb9nsd_104437	CC1(CO)CCCCO1
dsgdb9nsd_104438	CC1(CO)CCCOC1
dsgdb9nsd_104439	CC1(CO)CCOCC1
dsgdb9nsd_104440	CC1(CO)CCOCO1
dsgdb9nsd_104441	CC1(CO)COCCO1
dsgdb9nsd_104442	CC1(CO)COCOC1
dsgdb9nsd_104443	CC1(CO)OCCCO1
dsgdb9nsd_104444	CCC1(C)CCCCC1
dsgdb9nsd_104445	CCC1(C)CCCCO1
dsgdb9nsd_104446	CCC1(C)CCCOC1
dsgdb9nsd_104447	CCC1(C)CCOCC1
dsgdb9nsd_104448	CCC1(C)CCOCO1
dsgdb9nsd_104449	CCC1(C)COCCO1
dsgdb9nsd_104450	CCC1(C)COCOC1
dsgdb9nsd_104451	CCC1(C)OCCCO1
dsgdb9nsd_104452	CCC1(O)CCCCC1
dsgdb9nsd_104453	CCC1(O)CCCOC1
dsgdb9nsd_104454	CCC1(O)CCOCC1
dsgdb9nsd_104455	CCC1(O)COCOC1
dsgdb9nsd_104456	COC1(C)CCCCC1
dsgdb9nsd_104457	COC1(C)CCCCO1
dsgdb9nsd_104458	COC1(C)CCCOC1
dsgdb9nsd_104459	COC1(C)CCOCC1
dsgdb9nsd_104460	COC1(C)COCCO1
dsgdb9nsd_104461	COC1(C)COCOC1
dsgdb9nsd_104462	OCC1(O)CCCCC1
dsgdb9nsd_104463	OCC1(O)CCCOC1
dsgdb9nsd_104464	OCC1(O)CCOCC1
dsgdb9nsd_104465	OCC1(O)COCOC1
dsgdb9nsd_104466	CC1C(C)C1(CO)C=O
dsgdb9nsd_104467	CC1C(O)C1(CO)C=O
dsgdb9nsd_104468	CC1N(C)C1(CO)C=O
dsgdb9nsd_104469	CCC1(C=O)C(C)C1C
dsgdb9nsd_104470	CCC1(C=O)C(C)C1O
dsgdb9nsd_104471	CCC1(C=O)C(C)N1C
dsgdb9nsd_104472	CCC1(C=O)C(O)C1O
dsgdb9nsd_104473	CNC1(C=O)C(O)C1O
dsgdb9nsd_104474	COC1(C=O)C(C)C1C
dsgdb9nsd_104475	COC1(C=O)C(C)C1O
dsgdb9nsd_104476	COC1(C=O)C(O)C1O
dsgdb9nsd_104477	OCC1(C=O)C(O)C1O
dsgdb9nsd_104478	CCC1(C=O)C2CC1C2
dsgdb9nsd_104479	CCC1(C=O)C2CC1O2
dsgdb9nsd_104480	CCC1(C=O)C2CN1C2
dsgdb9nsd_104481	CNC1(C=O)C2CC1N2
dsgdb9nsd_104482	CNC1(C=O)C2CC1O2
dsgdb9nsd_104483	COC1(C=O)C2CC1C2
dsgdb9nsd_104484	COC1(C=O)C2CC1N2
dsgdb9nsd_104485	COC1(C=O)C2CC1O2
dsgdb9nsd_104486	OCC1(C=O)C2CC1C2
dsgdb9nsd_104487	OCC1(C=O)C2CC1O2
dsgdb9nsd_104488	OCC1(C=O)C2CN1C2
dsgdb9nsd_104489	CCC1(C=O)C2CCC12
dsgdb9nsd_104490	CCC1(C=O)C2CCN12
dsgdb9nsd_104491	CCC1(C=O)C2COC12
dsgdb9nsd_104492	CNC1(C=O)C2COC12
dsgdb9nsd_104493	COC1(C=O)C2CCC12
dsgdb9nsd_104494	COC1(C=O)C2COC12
dsgdb9nsd_104495	OCC1(C=O)C2CCC12
dsgdb9nsd_104496	OCC1(C=O)C2CCN12
dsgdb9nsd_104497	OCC1(C=O)C2COC12
dsgdb9nsd_104498	CC1CC1(CO)CC#C
dsgdb9nsd_104499	CC1CC1(CO)CC#N
dsgdb9nsd_104500	CC1NC1(CO)CC#C
dsgdb9nsd_104501	CC1NC1(CO)CC#N
dsgdb9nsd_104502	CC1OC1(CO)CC#C
dsgdb9nsd_104503	CC1OC1(CO)CC#N
dsgdb9nsd_104504	CCC1(CC#C)CC1C
dsgdb9nsd_104505	CCC1(CC#C)CC1O
dsgdb9nsd_104506	CCC1(CC#C)CN1C
dsgdb9nsd_104507	CCC1(CC#C)OC1C
dsgdb9nsd_104508	CCC1(CC#N)CC1C
dsgdb9nsd_104509	CCC1(CC#N)CC1O
dsgdb9nsd_104510	CCC1(CC#N)CN1C
dsgdb9nsd_104511	CCC1(CC#N)NC1C
dsgdb9nsd_104512	CCC1(CC#N)OC1C
dsgdb9nsd_104513	CN1CC1(CO)CC#C
dsgdb9nsd_104514	CN1CC1(CO)CC#N
dsgdb9nsd_104515	CNC1(CC#N)CC1O
dsgdb9nsd_104516	COC1(CC#C)CC1C
dsgdb9nsd_104517	COC1(CC#C)CC1O
dsgdb9nsd_104518	COC1(CC#N)CC1C
dsgdb9nsd_104519	COC1(CC#N)CC1O
dsgdb9nsd_104520	OCC1(CC#C)CC1O
dsgdb9nsd_104521	OCC1(CC#N)CC1O
dsgdb9nsd_104522	CCC1(CC#C)CCC1
dsgdb9nsd_104523	CCC1(CC#C)CCO1
dsgdb9nsd_104524	CCC1(CC#C)COC1
dsgdb9nsd_104525	CCC1(CC#N)CCC1
dsgdb9nsd_104526	CCC1(CC#N)CCO1
dsgdb9nsd_104527	CCC1(CC#N)COC1
dsgdb9nsd_104528	CNC1(CC#N)COC1
dsgdb9nsd_104529	COC1(CC#C)CCC1
dsgdb9nsd_104530	COC1(CC#C)COC1
dsgdb9nsd_104531	COC1(CC#N)CCC1
dsgdb9nsd_104532	COC1(CC#N)COC1
dsgdb9nsd_104533	OCC1(CC#C)CCC1
dsgdb9nsd_104534	OCC1(CC#C)CCO1
dsgdb9nsd_104535	OCC1(CC#C)COC1
dsgdb9nsd_104536	OCC1(CC#N)CCC1
dsgdb9nsd_104537	OCC1(CC#N)CCO1
dsgdb9nsd_104538	OCC1(CC#N)COC1
dsgdb9nsd_104539	CC#CCC1(CO)CC1
dsgdb9nsd_104540	CC#CCC1(CO)CN1
dsgdb9nsd_104541	CC#CCC1(CO)CO1
dsgdb9nsd_104542	CCC1(CC#CC)CC1
dsgdb9nsd_104543	CCC1(CC#CC)CO1
dsgdb9nsd_104544	COC1(CC#CC)CC1
dsgdb9nsd_104545	CCC1(CC(=N)O1)C#C
dsgdb9nsd_104546	CCC1(CC(=N)O1)C#N
dsgdb9nsd_104547	CCC1(CC(=O)C1)C#C
dsgdb9nsd_104548	CCC1(CC(=O)C1)C#N
dsgdb9nsd_104549	CCC1(CC(=O)N1)C#C
dsgdb9nsd_104550	CCC1(CC(=O)O1)C#C
dsgdb9nsd_104551	CCC1(CC(=O)O1)C#N
dsgdb9nsd_104552	CNC1(CC(=O)C1)C#N
dsgdb9nsd_104553	COC1(CC(=O)C1)C#C
dsgdb9nsd_104554	COC1(CC(=O)C1)C#N
dsgdb9nsd_104555	NCC1(CC(=N)O1)C#N
dsgdb9nsd_104557	NCC1(CC(=O)O1)C#N
dsgdb9nsd_104558	OCC1(CC(=N)O1)C#C
dsgdb9nsd_104559	OCC1(CC(=N)O1)C#N
dsgdb9nsd_104560	OCC1(CC(=O)C1)C#C
dsgdb9nsd_104561	OCC1(CC(=O)C1)C#N
dsgdb9nsd_104562	OCC1(CC(=O)N1)C#C
dsgdb9nsd_104563	OCC1(CC(=O)O1)C#C
dsgdb9nsd_104565	CCC1(CC(=N)O1)C=O
dsgdb9nsd_104566	CCC1(CC(=O)C1)C=O
dsgdb9nsd_104567	CCC1(CC(=O)N1)C=O
dsgdb9nsd_104568	CCC1(CC(=O)O1)C=O
dsgdb9nsd_104569	COC1(CC(=O)C1)C=O
dsgdb9nsd_104570	OCC1(CC(=N)O1)C=O
dsgdb9nsd_104571	OCC1(CC(=O)C1)C=O
dsgdb9nsd_104572	OCC1(CC(=O)N1)C=O
dsgdb9nsd_104573	OCC1(CC(=O)O1)C=O
dsgdb9nsd_104574	CC(=N)OC1(CO)CC1
dsgdb9nsd_104575	CC(=O)CC1(CO)CC1
dsgdb9nsd_104576	CC(=O)CC1(CO)CN1
dsgdb9nsd_104577	CC(=O)CC1(CO)CO1
dsgdb9nsd_104578	CC(=O)NC1(CO)CC1
dsgdb9nsd_104579	CC(=O)OC1(CO)CC1
dsgdb9nsd_104580	CCC1(CC(C)=O)CC1
dsgdb9nsd_104581	CCC1(CC(C)=O)CN1
dsgdb9nsd_104582	CCC1(CC(C)=O)CO1
dsgdb9nsd_104583	CCC1(CC(N)=O)CC1
dsgdb9nsd_104584	CCC1(CC(N)=O)CN1
dsgdb9nsd_104585	CCC1(CC(N)=O)CO1
dsgdb9nsd_104587	CCC1(CC1)NC(C)=O
dsgdb9nsd_104588	CCC1(CC1)NC(N)=O
dsgdb9nsd_104589	CCC1(CC1)OC(C)=N
dsgdb9nsd_104590	CCC1(CC1)OC(C)=O
dsgdb9nsd_104591	CCC1(CC1)OC(N)=O
dsgdb9nsd_104593	COC1(CC(C)=O)CC1
dsgdb9nsd_104594	COC1(CC(N)=O)CC1
dsgdb9nsd_104595	NC(=O)CC1(CO)CC1
dsgdb9nsd_104596	NC(=O)CC1(CO)CN1
dsgdb9nsd_104597	NC(=O)CC1(CO)CO1
dsgdb9nsd_104598	NC(=O)NC1(CO)CC1
dsgdb9nsd_104599	NC(=O)OC1(CO)CC1
dsgdb9nsd_104603	CC(C)CC1(CO)CC1
dsgdb9nsd_104604	CC(C)CC1(CO)CN1
dsgdb9nsd_104605	CC(C)CC1(CO)CO1
dsgdb9nsd_104606	CC(C)OC1(CO)CC1
dsgdb9nsd_104607	CC(O)CC1(CO)CC1
dsgdb9nsd_104608	CC(O)CC1(CO)CN1
dsgdb9nsd_104609	CC(O)CC1(CO)CO1
dsgdb9nsd_104610	CCC1(CC(C)C)CC1
dsgdb9nsd_104611	CCC1(CC(C)C)CO1
dsgdb9nsd_104612	CCC1(CC(C)O)CC1
dsgdb9nsd_104613	CCC1(CC(C)O)CO1
dsgdb9nsd_104614	CCC1(CC1)OC(C)C
dsgdb9nsd_104615	COC1(CC(C)C)CC1
dsgdb9nsd_104616	COC1(CC(C)O)CC1
dsgdb9nsd_104617	CC1CC(CN)(N1)C#N
dsgdb9nsd_104618	CC1CC(CN)(O1)C#N
dsgdb9nsd_104619	CC1CC(CO)(C1)C#C
dsgdb9nsd_104620	CC1CC(CO)(C1)C#N
dsgdb9nsd_104621	CC1CC(CO)(N1)C#N
dsgdb9nsd_104622	CC1CC(CO)(O1)C#C
dsgdb9nsd_104623	CC1CC(CO)(O1)C#N
dsgdb9nsd_104624	CCC1(CC(C)C1)C#C
dsgdb9nsd_104625	CCC1(CC(C)C1)C#N
dsgdb9nsd_104626	CCC1(CC(C)N1)C#N
dsgdb9nsd_104627	CCC1(CC(C)O1)C#C
dsgdb9nsd_104628	CCC1(CC(C)O1)C#N
dsgdb9nsd_104629	CCC1(CC(O)C1)C#C
dsgdb9nsd_104630	CCC1(CC(O)C1)C#N
dsgdb9nsd_104631	CCC1(CN(C)C1)C#N
dsgdb9nsd_104632	CN1CC(CO)(C1)C#N
dsgdb9nsd_104633	CNC1(CC(C)C1)C#N
dsgdb9nsd_104634	CNC1(CC(O)C1)C#N
dsgdb9nsd_104635	CNC1(CN(C)C1)C#N
dsgdb9nsd_104636	COC1(CC(C)C1)C#C
dsgdb9nsd_104637	COC1(CC(C)C1)C#N
dsgdb9nsd_104638	COC1(CC(O)C1)C#C
dsgdb9nsd_104639	COC1(CC(O)C1)C#N
dsgdb9nsd_104640	COC1(CN(C)C1)C#C
dsgdb9nsd_104641	COC1(CN(C)C1)C#N
dsgdb9nsd_104642	OCC1(CC(O)C1)C#C
dsgdb9nsd_104643	OCC1(CC(O)C1)C#N
dsgdb9nsd_104644	CC1CC(CO)(C1)C=O
dsgdb9nsd_104645	CC1CC(CO)(O1)C=O
dsgdb9nsd_104646	CCC1(CC(C)C1)C=O
dsgdb9nsd_104647	CCC1(CC(C)O1)C=O
dsgdb9nsd_104648	CCC1(CC(O)C1)C=O
dsgdb9nsd_104649	CN1CC(CO)(C1)C=O
dsgdb9nsd_104650	CNC1(CN(C)C1)C=O
dsgdb9nsd_104651	COC1(CC(C)C1)C=O
dsgdb9nsd_104652	COC1(CC(O)C1)C=O
dsgdb9nsd_104653	COC1(CN(C)C1)C=O
dsgdb9nsd_104654	OCC1(CC(O)C1)C=O
dsgdb9nsd_104655	CC1C(C)C1(CO)CO
dsgdb9nsd_104656	CC1C(O)C1(CO)CO
dsgdb9nsd_104657	CC1N(C)C1(CO)CO
dsgdb9nsd_104658	CCC1(CC)C(C)C1C
dsgdb9nsd_104659	CCC1(CC)C(C)C1O
dsgdb9nsd_104660	CCC1(CC)C(O)C1O
dsgdb9nsd_104661	CCC1(CO)C(C)C1C
dsgdb9nsd_104662	CCC1(CO)C(C)C1O
dsgdb9nsd_104663	CCC1(CO)C(C)N1C
dsgdb9nsd_104664	CCC1(CO)C(O)C1O
dsgdb9nsd_104665	CCC1(OC)C(C)C1C
dsgdb9nsd_104666	CCC1(OC)C(C)C1O
dsgdb9nsd_104667	CCC1(OC)C(O)C1O
dsgdb9nsd_104668	COC1(CO)C(C)C1C
dsgdb9nsd_104669	COC1(CO)C(C)C1O
dsgdb9nsd_104670	COC1(CO)C(O)C1O
dsgdb9nsd_104671	OCC1(CO)C(O)C1O
dsgdb9nsd_104672	CCC1(CC)C2CC1C2
dsgdb9nsd_104673	CCC1(CC)C2CC1O2
dsgdb9nsd_104674	CCC1(CO)C2CC1C2
dsgdb9nsd_104675	CCC1(CO)C2CC1O2
dsgdb9nsd_104676	CCC1(OC)C2CC1C2
dsgdb9nsd_104677	CCC1(OC)C2CC1O2
dsgdb9nsd_104678	COC1(CO)C2CC1C2
dsgdb9nsd_104679	COC1(CO)C2CC1N2
dsgdb9nsd_104680	COC1(CO)C2CC1O2
dsgdb9nsd_104681	OCC1(CO)C2CC1C2
dsgdb9nsd_104682	OCC1(CO)C2CC1O2
dsgdb9nsd_104683	OCC1(CO)C2CN1C2
dsgdb9nsd_104684	CCC1(CC)C2CCC12
dsgdb9nsd_104685	CCC1(CC)C2COC12
dsgdb9nsd_104686	CCC1(CO)C2CCC12
dsgdb9nsd_104687	CCC1(CO)C2CCN12
dsgdb9nsd_104688	CCC1(CO)C2COC12
dsgdb9nsd_104689	CCC1(OC)C2CCC12
dsgdb9nsd_104690	CCC1(OC)C2COC12
dsgdb9nsd_104691	COC1(CO)C2CCC12
dsgdb9nsd_104692	COC1(CO)C2COC12
dsgdb9nsd_104693	OCC1(CO)C2CCC12
dsgdb9nsd_104694	OCC1(CO)C2CCN12
dsgdb9nsd_104695	OCC1(CO)C2COC12
dsgdb9nsd_104696	CCC1(CC(=O)C1)OC
dsgdb9nsd_104697	CCC1(CC)CC(=N)O1
dsgdb9nsd_104698	CCC1(CC)CC(=O)C1
dsgdb9nsd_104699	CCC1(CC)CC(=O)N1
dsgdb9nsd_104700	CCC1(CC)CC(=O)O1
dsgdb9nsd_104701	CCC1(CO)CC(=N)O1
dsgdb9nsd_104702	CCC1(CO)CC(=O)C1
dsgdb9nsd_104703	CCC1(CO)CC(=O)N1
dsgdb9nsd_104704	CCC1(CO)CC(=O)O1
dsgdb9nsd_104705	COC1(CO)CC(=O)C1
dsgdb9nsd_104706	OCC1(CO)CC(=N)O1
dsgdb9nsd_104707	OCC1(CO)CC(=O)C1
dsgdb9nsd_104708	OCC1(CO)CC(=O)N1
dsgdb9nsd_104709	OCC1(CO)CC(=O)O1
dsgdb9nsd_104710	CC1CC(CO)(CO)C1
dsgdb9nsd_104711	CC1CC(CO)(CO)O1
dsgdb9nsd_104712	CCC1(CC(C)C1)OC
dsgdb9nsd_104713	CCC1(CC(O)C1)OC
dsgdb9nsd_104714	CCC1(CC)CC(C)C1
dsgdb9nsd_104715	CCC1(CC)CC(C)O1
dsgdb9nsd_104716	CCC1(CC)CC(O)C1
dsgdb9nsd_104717	CCC1(CN(C)C1)OC
dsgdb9nsd_104718	CCC1(CO)CC(C)C1
dsgdb9nsd_104719	CCC1(CO)CC(C)O1
dsgdb9nsd_104720	CCC1(CO)CC(O)C1
dsgdb9nsd_104721	COC1(CO)CC(C)C1
dsgdb9nsd_104722	COC1(CO)CC(O)C1
dsgdb9nsd_104723	COC1(CO)CN(C)C1
dsgdb9nsd_104724	OCC1(CO)CC(O)C1
dsgdb9nsd_104725	CC1(C)CC1(CO)CO
dsgdb9nsd_104726	CC1(C)NC1(CO)CO
dsgdb9nsd_104727	CC1(C)OC1(CO)CO
dsgdb9nsd_104728	CC1(O)CC1(CO)CO
dsgdb9nsd_104729	CCC1(CC)CC1(C)C
dsgdb9nsd_104730	CCC1(CC)CC1(C)O
dsgdb9nsd_104731	CCC1(CC)OC1(C)C
dsgdb9nsd_104732	CCC1(CC1(C)C)OC
dsgdb9nsd_104733	CCC1(CC1(C)O)OC
dsgdb9nsd_104734	CCC1(CO)CC1(C)C
dsgdb9nsd_104735	CCC1(CO)CC1(C)O
dsgdb9nsd_104736	CCC1(CO)NC1(C)C
dsgdb9nsd_104737	CCC1(CO)OC1(C)C
dsgdb9nsd_104738	COC1(CO)CC1(C)C
dsgdb9nsd_104739	COC1(CO)CC1(C)O
dsgdb9nsd_104740	CCC1(CC)CC1C#C
dsgdb9nsd_104741	CCC1(CC)CC1C#N
dsgdb9nsd_104742	CCC1(CC)NC1C#C
dsgdb9nsd_104743	CCC1(CC)NC1C#N
dsgdb9nsd_104744	CCC1(CC)OC1C#C
dsgdb9nsd_104745	CCC1(CC)OC1C#N
dsgdb9nsd_104746	CCC1(CC1C#C)OC
dsgdb9nsd_104747	CCC1(CC1C#N)OC
dsgdb9nsd_104748	CCC1(CO)CC1C#C
dsgdb9nsd_104749	CCC1(CO)CC1C#N
dsgdb9nsd_104750	CCC1(CO)NC1C#C
dsgdb9nsd_104751	CCC1(CO)NC1C#N
dsgdb9nsd_104752	CCC1(CO)OC1C#C
dsgdb9nsd_104753	CCC1(CO)OC1C#N
dsgdb9nsd_104754	CNC1(CO)CC1C#N
dsgdb9nsd_104755	COC1(CO)CC1C#C
dsgdb9nsd_104756	COC1(CO)CC1C#N
dsgdb9nsd_104757	OCC1(CO)CC1C#C
dsgdb9nsd_104758	OCC1(CO)CC1C#N
dsgdb9nsd_104759	OCC1(CO)NC1C#C
dsgdb9nsd_104760	OCC1(CO)NC1C#N
dsgdb9nsd_104761	OCC1(CO)OC1C#C
dsgdb9nsd_104762	OCC1(CO)OC1C#N
dsgdb9nsd_104763	CCC1(CC)CC1C=O
